age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
28,8,3,High School,Full-time,38756,Same Religion,1,6.511993043,2,Avoidant,3.668883191,0,0,0,7.717985199,3,Arranged,0,0,5.277579047,0
23,1,2,High School,Homemaker,87910,Same Religion,1,5.490461956,3,Collaborative,5.422398497,0,0,0,4.52710608,2,Love,0,0,7.97575839,1
29,28,2,No Formal Education,Full-time,45156,Same Religion,1,3.727722422,2,Collaborative,3.618601063,0,0,1,7.958117262,1,Love,0,0,5.391513092,1
23,4,1,Master,Full-time,70575,Same Religion,1,8.536033896,1,Avoidant,6.227145869,0,0,0,5.143610468,2,Love,1,0,5.020987924,0
25,24,0,No Formal Education,Homemaker,65339,Same Religion,1,5.972474696,0,Avoidant,5.957673095,0,0,1,8.597297075,1,Love,0,0,3.932285859,1
23,15,1,High School,Homemaker,31099,Same Religion,1,9.765390475,2,Aggressive,6.322076721,0,0,0,5.764781776,2,Love,0,0,4.706823195,1
31,14,2,Bachelor,Full-time,80579,Same Religion,1,1.857276598,2,Passive,5.747075207,1,0,1,3.481819897,2,Other,0,0,5.234153192,1
32,9,3,High School,Homemaker,59680,Not Religious,1,6.625725022,2,Avoidant,1.509225632,0,1,0,4.084117955,6,Love,0,0,10,0
26,9,2,Master,Full-time,90152,Different Religion,1,3.285698114,6,Avoidant,6.167349939,0,0,0,4.783665462,5,Love,1,0,7.491932577,1
28,10,3,Bachelor,Part-time,72269,Not Religious,1,4.535171057,1,Collaborative,8.583152112,0,0,0,8.576387994,1,Arranged,1,0,6.664000791,0
20,9,1,High School,Full-time,44799,Same Religion,1,5.446524425,2,Passive,3.426445682,0,0,0,5.891870034,3,Love,0,0,7.693132357,1
26,8,1,Bachelor,Full-time,55977,Same Religion,1,7.248565698,4,Aggressive,4.858216503,0,0,0,5.183712266,3,Love,0,0,7.615625307,0
27,40,1,High School,Unemployed,55407,Different Religion,0,6.54408931,2,Aggressive,7.46962962,0,0,0,10,5,Love,1,0,4.540377213,0
41,13,2,Bachelor,Full-time,75559,Same Religion,1,4.903823032,2,Aggressive,7.435934331,0,0,0,5.532460596,5,Love,1,0,6.259616914,0
22,15,0,Bachelor,Full-time,74903,Same Religion,1,4.662335105,1,Avoidant,3.197828789,1,0,0,3.930134748,5,Love,0,0,4.936863321,0
35,20,1,Master,Full-time,46535,Same Religion,0,2.568997441,4,Avoidant,2.827694012,0,0,0,10,4,Love,0,0,6.665954695,0
32,2,0,No Formal Education,Full-time,78943,Same Religion,1,4.776245864,1,Avoidant,5.019774396,0,0,0,4.53928926,5,Love,1,0,10,0
29,1,3,Bachelor,Part-time,68131,Different Religion,1,4.512002043,0,Collaborative,5.789630866,0,0,1,3.706848018,1,Arranged,1,0,4.202970361,0
36,6,1,Bachelor,Full-time,73387,Different Religion,1,8.381518823,3,Passive,6.965117388,1,0,0,8.389111711,2,Love,0,1,1.757249061,1
29,7,2,Master,Unemployed,70356,Not Religious,1,5.204168591,2,Collaborative,1,1,0,0,4.395736749,2,Love,0,0,8.401805563,1
29,17,1,Bachelor,Full-time,76580,Not Religious,1,5.220873322,0,Collaborative,4.407530995,0,0,0,5.463468315,4,Love,1,0,8.499367487,1
27,5,0,High School,Full-time,41343,Same Religion,1,6.419665787,2,Collaborative,5.113565749,1,0,1,6.371537345,4,Love,0,0,7.223437586,1
34,8,2,Master,Full-time,63801,Same Religion,1,8.733421372,4,Collaborative,1,0,0,0,5.408532969,4,Other,1,0,7.457446684,0
33,7,0,High School,Part-time,80148,Same Religion,1,8.692601915,1,Aggressive,5.512644475,1,0,0,5.555107197,4,Arranged,1,0,7.137841639,1
24,1,0,High School,Full-time,82314,Same Religion,1,10,1,Avoidant,3.175872283,0,1,0,7.20452135,5,Love,1,0,6.369319566,0
21,9,1,High School,Full-time,82283,Same Religion,0,3.199156458,0,Collaborative,7.510769388,0,0,0,5.727443913,5,Love,1,0,5.662351618,0
26,17,1,High School,Full-time,42281,Same Religion,1,6.327685349,2,Collaborative,4.1631287,0,0,0,4.290378763,1,Love,0,0,5.748212035,1
23,1,3,High School,Homemaker,101564,Same Religion,1,5.79173191,1,Passive,4.753943317,0,1,0,5.657300416,1,Arranged,0,0,5.791238294,0
27,9,0,High School,Full-time,95301,Different Religion,1,2.353192698,2,Collaborative,1.839636265,1,1,0,8.348195251,1,Love,0,0,5.436190609,0
34,9,3,Bachelor,Unemployed,42689,Same Religion,1,3.666074975,3,Collaborative,8.184066562,0,1,0,5.088879204,1,Love,1,0,10,1
25,1,1,High School,Full-time,54019,Same Religion,1,7.820138422,4,Avoidant,7.348617297,0,1,0,7.942489958,2,Love,1,0,6.637100831,0
27,1,3,High School,Full-time,73702,Same Religion,1,7.053390677,4,Collaborative,5.130609962,0,0,1,6.426229763,1,Love,1,0,4.371918474,0
28,39,2,Bachelor,Full-time,45571,Not Religious,0,7.038270346,5,Passive,4.374255686,0,0,0,5.128553597,4,Arranged,1,0,5.670174971,0
32,5,3,High School,Full-time,71634,Different Religion,1,6.894917066,3,Collaborative,7.22324341,0,0,0,4.670023058,5,Love,1,1,10,0
18,2,2,High School,Part-time,64234,Same Religion,1,2.630978879,0,Collaborative,6.7357116,0,0,1,6.056881831,4,Love,0,0,3.017778681,1
24,1,1,Bachelor,Homemaker,85773,Not Religious,1,3.804081286,2,Passive,3.124070048,1,0,0,8.919748086,1,Love,0,0,4.233013937,0
29,11,1,Bachelor,Full-time,68594,Same Religion,1,4.927456089,2,Aggressive,2.967025073,0,0,1,5.582490156,0,Love,0,0,5.040568169,1
34,9,0,Bachelor,Full-time,19389,Not Religious,0,7.659333788,1,Collaborative,2.776390018,1,0,0,3.929771652,3,Love,0,0,2.417373661,0
25,10,1,Bachelor,Full-time,77252,Same Religion,0,6.263439838,2,Aggressive,4.802615237,0,0,1,4.478895199,3,Arranged,0,0,6.290171306,1
18,1,1,Bachelor,Full-time,84592,Same Religion,0,7.808375546,4,Aggressive,4.052583628,0,0,0,7.573403565,2,Love,1,0,7.594051079,0
31,22,3,Bachelor,Full-time,58738,Same Religion,1,9.911748559,3,Collaborative,7.932630852,0,0,0,4.658438966,1,Love,1,0,4.141668727,1
24,4,1,PhD,Homemaker,62957,Same Religion,1,2.822068244,0,Aggressive,7.721145967,1,0,0,8.947234682,3,Love,0,0,9.231438242,0
22,3,1,Bachelor,Full-time,63021,Not Religious,1,5.761249377,2,Passive,4.69391833,0,0,0,8.146237732,3,Love,0,0,6.790789652,0
24,6,1,Bachelor,Unemployed,48293,Different Religion,0,5.770104153,0,Aggressive,6.59797581,0,0,1,4.384125441,3,Love,1,0,4.407884268,0
27,4,3,High School,Full-time,109390,Same Religion,1,4.342503979,1,Avoidant,7.47547534,0,0,1,5.805299158,4,Arranged,0,0,5.804103144,0
24,19,1,Master,Full-time,44351,Same Religion,1,6.880239171,1,Aggressive,10,1,0,0,8.374436831,4,Other,0,0,10,1
18,26,3,High School,Full-time,78558,Same Religion,0,10,1,Passive,6.953340604,0,0,0,5.212613665,1,Arranged,1,0,5.596336904,1
32,3,3,Bachelor,Full-time,78466,Same Religion,1,4.103868801,0,Aggressive,6.566192213,0,0,0,6.038432749,4,Love,0,0,6.850503157,0
34,19,1,Bachelor,Full-time,50842,Not Religious,0,7.204371934,1,Collaborative,1,0,0,1,7.903186186,1,Love,0,0,8.838064903,1
31,15,2,Bachelor,Full-time,41272,Same Religion,1,3.90929111,0,Passive,7.764266038,0,0,1,9.016201147,2,Love,1,0,6.124174032,0
22,26,0,PhD,Full-time,57870,Same Religion,0,2.389798924,3,Aggressive,5.300776736,0,0,0,7.313166313,4,Other,1,0,8.893051266,1
26,2,2,PhD,Unemployed,73945,Not Religious,1,4.772673421,0,Avoidant,3.235571198,0,0,0,6.293983939,4,Arranged,1,0,5.458037507,0
27,8,2,High School,Full-time,66135,Same Religion,1,6.545830149,1,Avoidant,3.040815849,0,0,1,5.249226144,4,Love,0,0,6.127121182,1
30,3,2,High School,Unemployed,96317,Same Religion,1,6.7983166,1,Aggressive,5.944868226,0,0,0,3.468774002,3,Love,0,0,5.665746584,1
31,17,0,Master,Full-time,48247,Same Religion,0,9.554900984,5,Avoidant,1.550036816,0,0,1,5.381903852,4,Love,0,0,6.361248839,0
24,1,0,Bachelor,Homemaker,48732,Same Religion,1,6.557142261,6,Collaborative,2.382138137,0,0,0,5.409491422,3,Love,0,0,5.240741885,1
28,8,2,Bachelor,Full-time,77633,Same Religion,1,6.027232816,2,Passive,6.953731873,0,1,0,7.398386182,1,Love,0,0,9.287871094,1
30,4,0,Master,Full-time,26633,Same Religion,1,7.665834525,1,Collaborative,7.667771396,0,1,0,5.657199183,3,Love,1,1,5.352122388,1
35,3,2,Bachelor,Homemaker,48737,Different Religion,1,6.496317157,3,Collaborative,8.685602032,0,0,0,6.054232384,1,Arranged,1,0,7.299176786,0
31,10,1,No Formal Education,Full-time,57387,Different Religion,1,5.95250881,4,Passive,2.254623782,1,1,0,8.760153225,3,Arranged,0,0,7.1814654,1
31,19,3,Bachelor,Part-time,59715,Different Religion,1,5.639311807,2,Avoidant,3.181931926,1,0,0,6.119534435,5,Love,0,0,6.307069878,1
28,9,1,Bachelor,Part-time,49846,Not Religious,1,7.27207955,2,Collaborative,5.451738766,0,0,1,4.911123862,3,Love,0,0,1.694260542,1
35,19,0,Bachelor,Full-time,23516,Same Religion,1,7.05661996,1,Avoidant,7.475661672,0,0,0,3.635839556,4,Love,0,0,7.257665442,0
30,3,3,Master,Homemaker,88293,Same Religion,1,5.471436513,2,Collaborative,6.088587112,0,0,1,5.10253948,3,Love,1,0,3.887523413,1
23,7,1,Bachelor,Unemployed,87238,Different Religion,0,8.882811052,3,Collaborative,5.521847628,0,0,0,4.101258138,1,Love,1,0,7.610013011,0
35,5,3,Bachelor,Unemployed,26709,Same Religion,1,7.68463172,1,Aggressive,3.543714213,0,0,0,4.836751861,1,Love,1,0,7.938560674,0
31,1,3,No Formal Education,Homemaker,73476,Same Religion,1,7.924783675,1,Collaborative,2.12922303,0,0,0,10,1,Other,1,0,6.110984422,0
25,8,2,Bachelor,Full-time,57298,Same Religion,1,4.173362125,0,Avoidant,1.245767532,0,1,1,5.458137116,4,Love,1,0,1.973843863,1
25,10,1,Bachelor,Full-time,71189,Different Religion,1,4.973420119,0,Collaborative,4.07867962,0,0,1,6.683959236,1,Love,1,0,2.816927659,0
29,8,2,Bachelor,Unemployed,65611,Same Religion,1,9.033127091,0,Collaborative,3.239518975,0,0,1,9.945963047,4,Love,1,0,8.471861701,1
30,13,2,Bachelor,Full-time,30854,Same Religion,0,8.079653868,0,Aggressive,3.513735901,1,0,0,4.017985638,0,Love,0,0,3.430870742,0
28,8,3,High School,Full-time,76040,Same Religion,1,3.17062948,1,Avoidant,5.330872992,1,1,0,6.785790572,3,Love,0,0,7.622236889,1
29,1,1,Bachelor,Full-time,48960,Different Religion,1,6.670504027,1,Collaborative,6.1779362,0,1,0,8.222529781,6,Love,1,0,4.769584805,1
36,1,2,Master,Homemaker,10000,Same Religion,1,7.915786916,0,Avoidant,3.539313835,0,0,0,6.676660332,4,Arranged,1,0,6.8409575,0
33,9,1,Bachelor,Full-time,63984,Same Religion,1,3.947844106,4,Collaborative,5.806536222,0,0,0,5.127518735,1,Love,1,0,6.242046916,0
28,3,3,Master,Unemployed,28736,Different Religion,1,8.021367992,3,Aggressive,6.32222147,1,0,1,7.088815991,1,Love,0,0,5.544042507,0
32,1,1,Bachelor,Full-time,82895,Different Religion,0,6.102794914,2,Avoidant,3.69441477,0,0,0,4.227952164,3,Love,0,0,7.059410639,1
22,5,0,No Formal Education,Full-time,54179,Same Religion,1,9.011274967,2,Aggressive,3.569965886,0,1,0,5.609617438,2,Arranged,0,0,8.22463213,0
29,8,1,High School,Unemployed,61578,Same Religion,1,5.744904244,3,Collaborative,5.212930362,0,0,0,2.801710268,7,Other,1,0,4.56897326,0
37,3,2,High School,Homemaker,70393,Same Religion,0,3.109303697,4,Aggressive,2.540495385,0,0,0,7.170567743,2,Love,0,0,6.322709815,0
26,12,1,Bachelor,Full-time,62098,Not Religious,0,7.056925989,3,Avoidant,10,0,0,0,8.469725237,2,Love,0,0,4.571030256,0
23,10,2,Bachelor,Full-time,48179,Same Religion,1,3.752548742,3,Avoidant,5.7473347,1,0,0,7.586518152,2,Love,0,0,7.604788819,1
24,4,0,Bachelor,Full-time,82591,Same Religion,1,4.854876156,3,Collaborative,2.215360469,0,0,0,7.256784683,5,Love,0,0,7.998684835,0
22,14,1,High School,Unemployed,57828,Same Religion,1,2.365932782,3,Passive,6.10899007,0,0,1,5.955491043,4,Other,0,1,4.841051566,1
24,10,2,Bachelor,Full-time,37516,Different Religion,0,4.383974683,2,Avoidant,3.838552305,1,0,0,4.933777184,2,Love,1,0,6.949774203,0
26,10,2,Bachelor,Full-time,67095,Different Religion,1,8.687233407,3,Avoidant,7.377285518,0,0,0,3.202810545,5,Love,1,0,8.209728013,0
20,8,2,Bachelor,Unemployed,58389,Same Religion,1,6.294544703,3,Avoidant,5.758615877,0,0,0,4.253969916,5,Love,0,0,4.440372764,1
28,1,3,Master,Full-time,59540,Same Religion,1,5.535185691,2,Passive,6.071602943,0,0,0,4.512451632,1,Love,0,0,4.390359752,0
32,11,4,Master,Full-time,62515,Not Religious,1,4.2469494,1,Aggressive,1,0,0,0,6.83968698,5,Love,1,0,6.339948607,0
23,4,3,Bachelor,Homemaker,61119,Different Religion,1,6.41476609,3,Passive,5.697298295,0,0,0,8.33755106,4,Love,1,0,3.329520591,0
35,28,2,Bachelor,Homemaker,89149,Not Religious,1,5.557678585,2,Collaborative,8.926535345,0,0,0,6.398339609,1,Love,0,0,6.840142105,0
30,17,0,Bachelor,Homemaker,43979,Not Religious,1,10,0,Passive,8.903238948,1,0,1,5.762748713,2,Love,0,0,6.650507646,0
33,8,4,Master,Full-time,18383,Same Religion,0,6.044809752,2,Passive,10,0,0,0,9.612066134,1,Love,1,0,8.516112628,1
24,2,3,Master,Homemaker,60011,Same Religion,1,6.907264762,5,Aggressive,8.504332685,1,0,0,7.031713107,4,Love,0,0,9.104337738,1
32,2,0,Bachelor,Unemployed,76636,Different Religion,1,4.730065215,2,Collaborative,4.900445924,0,0,1,3.219298257,4,Arranged,1,0,4.821222145,0
22,4,1,High School,Full-time,28716,Same Religion,0,5.965581503,3,Collaborative,7.346162526,1,0,0,5.84770921,1,Love,1,0,6.261093548,0
32,6,4,High School,Part-time,67290,Same Religion,1,6.925359466,3,Avoidant,4.913432225,0,0,1,5.112993169,4,Love,1,0,5.821597115,1
28,3,4,Bachelor,Full-time,31867,Same Religion,1,4.155397975,1,Aggressive,6.492544134,0,0,0,2.492437733,2,Love,0,0,6.692567159,0
30,7,1,Bachelor,Unemployed,76875,Not Religious,1,7.186630698,1,Passive,7.39359712,0,0,0,8.253694806,1,Arranged,1,0,3.447790807,0
22,1,4,Bachelor,Unemployed,60215,Same Religion,0,6.2592779,0,Passive,5.218352288,0,0,1,6.379268883,4,Love,1,0,7.390899241,1
23,38,3,Bachelor,Unemployed,42402,Same Religion,0,1.447704505,1,Passive,7.346730312,0,0,0,9.615347335,2,Arranged,1,1,7.665499675,0
30,1,0,Bachelor,Full-time,27929,Different Religion,1,7.64788135,1,Passive,3.628601408,0,0,0,8.275558816,4,Love,1,0,5.434378676,0
23,26,3,PhD,Part-time,103621,Not Religious,1,6.976307059,2,Collaborative,6.709572393,1,0,0,4.817300772,1,Love,1,0,1.93192123,1
30,24,0,Bachelor,Full-time,106104,Not Religious,0,6.476173388,3,Avoidant,5.53245882,0,0,0,7.011311183,2,Love,0,0,4.760167125,0
21,7,1,High School,Homemaker,38418,Same Religion,1,4.730774223,2,Collaborative,3.770961577,0,0,0,6.911507206,2,Love,0,0,5.103479352,0
32,12,3,Bachelor,Part-time,37947,Same Religion,1,10,3,Aggressive,7.406792668,0,0,0,5.857089494,2,Love,0,0,5.798245454,0
21,5,3,Bachelor,Full-time,61581,Same Religion,1,4.823790569,4,Aggressive,1.452701901,0,0,0,2.342748473,4,Love,1,0,5.637171059,1
30,9,1,Master,Full-time,52287,Not Religious,0,1,4,Collaborative,4.315457367,0,1,0,7.667947532,2,Love,0,0,3.083149268,1
31,4,5,Bachelor,Part-time,53478,Same Religion,0,7.034689263,2,Collaborative,5.021095199,0,0,1,2.557287139,2,Love,0,0,6.350272401,1
24,3,6,Bachelor,Full-time,65674,Different Religion,0,5.728935118,0,Collaborative,8.669537494,1,1,0,3.279220959,6,Love,0,0,7.646394236,1
30,8,2,Bachelor,Unemployed,98354,Same Religion,0,3.114485024,5,Aggressive,4.696995291,0,1,0,6.634968531,3,Love,1,0,4.885973261,0
29,6,0,Bachelor,Full-time,87242,Same Religion,0,5.494238995,4,Passive,4.707065762,0,1,0,3.952135138,1,Love,0,0,5.667237881,0
25,8,1,Master,Part-time,53594,Same Religion,1,5.865665881,1,Avoidant,7.761722033,0,0,0,4.505338961,2,Arranged,0,0,5.903281965,0
22,3,4,High School,Full-time,74442,Not Religious,1,4.488636423,2,Collaborative,5.305136379,0,1,0,6.310672755,2,Love,0,0,8.758942955,0
18,4,1,Bachelor,Part-time,23059,Not Religious,0,6.221062934,0,Avoidant,3.037230082,0,1,0,7.501010116,1,Love,1,0,4.855387956,1
29,1,1,High School,Homemaker,62717,Not Religious,1,6.711090436,2,Collaborative,10,1,0,1,5.401940188,1,Love,1,0,6.581714203,1
20,1,2,Bachelor,Part-time,55267,Same Religion,0,5.907517088,1,Avoidant,7.302005175,0,1,0,9.29500335,7,Love,1,0,7.166524882,0
28,2,1,Bachelor,Full-time,79269,Different Religion,0,4.154816499,4,Aggressive,4.203429617,0,1,1,4.010379697,3,Love,1,0,5.23210823,1
26,1,1,High School,Homemaker,72438,Not Religious,1,6.937313421,2,Passive,4.676013721,0,0,0,8.488755868,4,Other,1,0,3.966983813,1
31,1,2,Bachelor,Full-time,66177,Same Religion,1,2.763759961,3,Passive,2.18032026,1,0,0,4.371824945,5,Love,0,0,5.749918192,0
26,16,0,Master,Unemployed,69204,Not Religious,1,6.812823845,1,Collaborative,5.650011796,0,0,0,9.767236856,2,Love,0,0,1.546142158,1
26,1,1,Bachelor,Part-time,51329,Same Religion,1,6.616805368,2,Aggressive,7.336596899,0,0,0,8.929424448,2,Other,1,0,6.533625673,0
31,10,0,High School,Full-time,79352,Not Religious,1,5.567076252,3,Collaborative,1,0,0,0,6.753481095,5,Love,1,1,4.194784613,0
29,3,2,Bachelor,Full-time,69202,Different Religion,1,4.978487822,2,Avoidant,5.52420125,0,0,0,7.743031029,2,Arranged,0,0,4.57609242,1
29,20,1,High School,Full-time,56755,Same Religion,0,3.544699842,2,Collaborative,1.401275804,0,0,0,8.046235565,8,Arranged,0,0,10,0
30,6,0,High School,Homemaker,61974,Same Religion,1,4.935821613,4,Aggressive,4.202238297,0,0,0,5.444218801,1,Love,0,1,6.450005716,0
20,3,1,Bachelor,Homemaker,76881,Same Religion,0,4.373034487,0,Avoidant,5.394486875,0,0,0,6.323903319,2,Love,1,0,5.307586578,0
31,7,0,High School,Full-time,78773,Same Religion,1,3.983304196,1,Collaborative,5.470424613,0,0,0,3.291078519,0,Love,1,0,5.589622378,0
31,4,1,No Formal Education,Full-time,53155,Same Religion,1,3.591363083,0,Avoidant,10,0,0,0,3.493539623,2,Love,0,0,7.189822227,0
22,8,0,High School,Homemaker,42125,Different Religion,1,8.627949918,6,Collaborative,5.721702023,0,0,0,8.320129307,2,Love,0,0,5.871076496,1
26,1,4,Master,Full-time,50887,Same Religion,1,7.528144825,1,Avoidant,3.592040092,0,0,0,6.079155007,4,Arranged,0,0,3.727276267,0
27,40,3,Master,Full-time,51917,Same Religion,1,10,1,Collaborative,2.63951417,0,0,0,8.246934794,5,Love,1,0,5.670166002,1
27,5,0,No Formal Education,Full-time,62465,Not Religious,0,6.471760428,0,Aggressive,3.594939384,0,0,0,7.422471159,4,Arranged,1,0,6.140238845,0
29,4,4,Bachelor,Full-time,83948,Same Religion,1,7.440777293,0,Collaborative,5.934907961,0,1,1,6.464211511,0,Arranged,0,0,7.130469475,0
35,12,1,Master,Part-time,50589,Not Religious,1,5.856415595,3,Avoidant,1,0,0,1,8.835003396,4,Love,1,0,8.065518568,0
33,4,1,No Formal Education,Part-time,67760,Same Religion,1,9.023779866,3,Aggressive,1.981232297,1,0,0,8.455870076,4,Arranged,1,0,4.409340412,0
21,17,3,High School,Full-time,56315,Not Religious,0,5.896742041,3,Avoidant,5.731564632,0,0,0,4.599302903,3,Arranged,0,0,7.35145718,0
31,6,2,Bachelor,Homemaker,60382,Same Religion,1,7.948865416,2,Collaborative,4.53818149,0,0,0,3.322354766,1,Arranged,0,0,5.651970791,0
34,12,1,High School,Full-time,66059,Different Religion,1,6.371581471,2,Avoidant,6.178832967,0,0,0,4.086254705,2,Arranged,1,0,5.897208021,0
29,1,0,Bachelor,Part-time,84031,Different Religion,1,9.67952368,2,Aggressive,2.992680059,0,0,1,8.663687727,3,Love,0,0,3.497015018,0
33,18,2,Bachelor,Full-time,64946,Not Religious,1,5.036091295,4,Aggressive,3.515325024,1,0,0,7.717807937,2,Love,1,0,2.940545111,0
38,13,4,High School,Unemployed,10000,Same Religion,1,8.295846854,1,Avoidant,7.692421607,0,0,1,3.021213691,1,Love,0,0,5.308575422,0
33,2,0,Master,Full-time,56017,Same Religion,1,5.783391701,1,Aggressive,6.638955342,0,0,0,5.774100472,6,Arranged,0,0,7.19676437,1
29,1,1,High School,Full-time,91382,Not Religious,1,4.327544136,0,Aggressive,1.203041851,0,0,0,8.27827653,1,Love,1,0,5.512049151,0
33,3,1,Master,Unemployed,82841,Same Religion,1,5.897510123,3,Avoidant,1,1,0,0,4.35379078,3,Other,0,0,6.366722348,0
28,37,2,High School,Full-time,75812,Same Religion,1,1.503731477,3,Collaborative,2.408832713,1,1,0,6.042769915,2,Love,0,0,1,1
28,2,4,Bachelor,Part-time,83586,Same Religion,1,7.869677764,1,Avoidant,3.528903024,0,0,0,8.057295814,1,Love,0,0,6.595483359,0
26,6,2,High School,Homemaker,76480,Same Religion,1,7.332173299,2,Avoidant,7.345430792,0,0,1,7.568276531,5,Other,1,0,8.215800985,0
35,1,1,High School,Part-time,83198,Same Religion,1,9.797200045,2,Collaborative,1.883124921,1,0,1,3.620822822,3,Love,0,0,4.609751183,0
23,5,1,Master,Full-time,37649,Same Religion,1,4.075927327,0,Collaborative,6.843618835,1,0,0,7.443719725,2,Love,0,0,7.093481289,1
35,8,0,High School,Full-time,58802,Same Religion,1,4.513006488,0,Aggressive,4.061883226,1,0,0,6.491817313,2,Love,1,0,6.24754091,0
30,30,2,Bachelor,Unemployed,62951,Same Religion,0,3.473966342,1,Collaborative,4.647061344,1,0,1,7.706901417,0,Arranged,0,0,4.253871603,1
21,7,2,PhD,Full-time,61080,Same Religion,1,6.731226906,1,Collaborative,3.903496811,0,0,0,4.843617871,3,Arranged,1,1,5.356510413,0
29,17,1,High School,Unemployed,48458,Different Religion,0,5.169438516,2,Collaborative,5.833051173,1,0,0,7.869267109,5,Love,1,0,7.523123741,1
18,7,0,Master,Unemployed,62926,Not Religious,1,4.349839034,1,Aggressive,7.475625497,0,0,0,6.938272226,4,Love,1,0,3.811561792,1
31,1,0,High School,Part-time,25995,Same Religion,1,6.800240411,4,Passive,3.198982624,1,1,0,9.07744595,1,Love,0,0,8.425801263,0
32,3,1,High School,Unemployed,69063,Not Religious,1,8.204552093,1,Collaborative,7.767187506,0,0,0,5.742823618,3,Love,1,0,8.915205302,0
25,8,0,High School,Full-time,46524,Not Religious,1,6.212591496,3,Avoidant,7.115682462,0,1,0,4.534356421,3,Arranged,1,0,4.872481602,1
28,30,1,No Formal Education,Part-time,16479,Different Religion,1,5.042396308,3,Avoidant,4.287766813,0,0,1,3.529647074,3,Love,1,0,6.626354143,0
37,19,3,High School,Part-time,60330,Not Religious,1,8.343427449,2,Collaborative,3.374098462,1,1,0,8.583543427,3,Arranged,1,0,7.190735794,1
25,2,1,Master,Full-time,90962,Same Religion,1,5.491779166,2,Aggressive,8.506062715,0,1,0,1.613227607,2,Love,0,0,2.623175135,1
22,2,3,No Formal Education,Full-time,21982,Not Religious,1,5.462088081,1,Avoidant,4.312908448,1,0,1,2.802741401,4,Other,0,0,6.65737437,0
35,2,4,Bachelor,Part-time,55139,Different Religion,1,7.025901751,1,Avoidant,4.503251288,0,1,1,6.126252451,0,Love,1,0,1,0
37,25,0,Bachelor,Part-time,27557,Same Religion,1,4.628579491,5,Aggressive,6.052686783,0,0,0,4.848759385,3,Arranged,0,0,6.997429595,1
28,19,1,Master,Full-time,65141,Different Religion,0,8.049013543,5,Aggressive,6.927119057,1,0,0,3.226013693,1,Arranged,0,0,3.395333112,1
33,14,3,Bachelor,Unemployed,77420,Same Religion,1,4.164862138,1,Collaborative,8.367525724,0,0,1,7.169828936,4,Love,0,0,8.163549111,1
34,4,0,High School,Full-time,43815,Same Religion,1,4.779818177,3,Collaborative,6.306917071,1,0,0,7.260799846,7,Love,0,0,4.812894325,0
24,7,0,Bachelor,Homemaker,51527,Same Religion,0,3.694920273,2,Collaborative,5.368181516,0,0,1,6.460332731,5,Love,1,0,4.811915511,1
25,6,2,Master,Unemployed,57026,Different Religion,1,7.726422036,3,Aggressive,5.584089103,0,1,0,7.993672444,5,Arranged,1,0,6.243824903,0
34,2,1,Master,Full-time,84788,Different Religion,0,8.71020922,0,Collaborative,1.905334607,1,0,0,6.580652039,0,Arranged,1,0,4.587484051,1
36,7,0,High School,Full-time,32036,Same Religion,1,5.694864867,3,Passive,4.24108131,1,1,0,1.812915426,6,Love,0,0,4.393571632,1
30,1,2,High School,Part-time,50922,Same Religion,1,6.893197036,1,Avoidant,2.550433325,0,0,0,5.327627484,1,Love,0,0,8.328202366,0
23,1,2,PhD,Homemaker,91414,Same Religion,1,6.733552135,4,Collaborative,7.067985474,0,1,0,6.460839912,1,Arranged,1,0,6.946666418,1
37,21,3,High School,Full-time,45452,Same Religion,1,6.593499075,1,Collaborative,3.375783436,0,0,0,7.213688999,5,Arranged,1,0,8.155583944,0
25,13,1,Master,Part-time,52109,Not Religious,1,3.684986728,0,Collaborative,7.846326068,1,0,1,6.622502415,1,Arranged,0,0,6.522513764,0
26,5,2,High School,Full-time,63602,Not Religious,1,4.690304769,1,Aggressive,3.80173633,0,0,0,7.180059917,2,Arranged,1,1,4.590905799,1
29,7,0,Master,Full-time,106543,Different Religion,1,7.520082264,3,Aggressive,3.323730239,0,0,0,4.902024581,2,Love,0,0,6.428854589,1
35,4,1,PhD,Part-time,37652,Not Religious,1,8.432570561,1,Avoidant,3.15261633,0,0,0,6.005720683,1,Arranged,1,0,5.889562278,0
32,13,0,High School,Full-time,75107,Not Religious,1,7.898273994,1,Aggressive,1.442960911,0,0,0,7.184929194,4,Arranged,1,0,5.083898924,0
30,15,0,High School,Part-time,36244,Same Religion,0,6.033170535,1,Passive,2.911385769,0,0,0,10,4,Love,1,0,7.983968814,0
30,14,1,Bachelor,Homemaker,39849,Same Religion,1,7.604297038,3,Aggressive,3.1528856,0,0,0,4.135749711,3,Arranged,1,0,6.815278518,0
28,12,1,High School,Homemaker,49731,Same Religion,0,2.925097421,2,Collaborative,7.468316654,0,0,0,7.280538765,4,Love,1,0,6.544346709,0
30,2,0,Bachelor,Full-time,69296,Same Religion,1,1.960335945,3,Collaborative,4.274116086,0,0,1,3.759410884,2,Love,0,0,5.160974028,1
